# OpenSignals Text File Format
# {'98:D3:61:FD:6E:27': {'sensor': ['RAW', 'RAW', 'RAW', 'RAW', 'RAW'], 'device name': 'Device 1', 'column': ['nSeq', 'A1', 'A2', 'A3', 'A4', 'A5'], 'sync interval': 2, 'time': '"02:55:40.958869"', 'comments': '', 'device connection': '98:D3:61:FD:6E:27', 'channels': [1, 2, 3, 4, 5], 'date': '"2021-04-08"', 'mode': 0, 'digital IO': [0, 0, 0, 0, 1, 1, 1, 1], 'firmware version': 'BITalino_v5.1', 'device': 'bitalino_rev', 'position': 0, 'sampling rate': 1000, 'label': ['-', '-', '-', '-', '-'], 'resolution': [4, 10, 10, 10, 10, 6]}}
# EndOfHeader
0	494	531	478	564	37
1	495	531	478	564	37
2	495	531	478	564	37
3	495	531	478	564	37
4	495	530	478	563	37
5	495	531	478	564	37
6	495	530	478	564	37
7	495	531	478	565	37
8	496	531	478	564	37
9	495	530	478	563	37
10	495	530	478	564	37
11	496	530	478	564	37
12	496	530	478	563	37
13	496	531	478	563	37
14	495	530	478	564	37
15	495	530	479	564	37
0	495	530	478	565	37
1	495	530	478	564	37
2	495	530	478	564	37
3	495	529	478	564	37
4	495	530	478	564	37
5	496	530	478	564	37
6	496	530	478	564	37
7	497	530	478	564	37
8	497	530	478	564	37
9	496	530	477	564	37
10	496	530	478	564	37
11	496	530	478	565	37
12	497	530	478	563	37
13	498	529	476	564	37
14	498	530	478	564	37
15	499	530	477	564	37
0	499	530	478	564	37
1	499	530	478	564	37
2	499	529	477	564	37
3	499	530	478	564	37
4	499	529	478	563	37
5	499	529	478	564	37
6	499	529	478	564	37
7	499	529	478	564	37
8	499	530	478	564	37
9	499	529	478	564	37
10	499	529	478	565	37
11	499	529	478	564	37
12	499	529	478	563	37
13	499	529	478	564	37
14	498	529	478	564	37
15	499	529	478	564	37
0	499	529	479	564	37
1	498	529	478	565	37
2	498	529	478	565	37
3	498	529	478	564	37
4	497	529	478	563	37
5	496	529	478	565	37
6	497	529	478	564	37
7	497	529	479	564	37
8	497	529	478	564	37
9	497	529	478	564	37
10	497	529	478	564	37
11	498	529	478	564	37
12	498	529	478	564	37
13	499	529	478	564	37
14	499	529	478	564	37
15	499	529	478	563	37
0	499	528	477	564	37
1	498	529	478	564	37
2	497	529	478	564	37
3	497	529	478	564	37
4	496	529	478	563	37
5	496	528	478	564	37
6	496	529	479	565	37
7	496	528	478	564	37
8	497	528	478	564	37
9	497	528	478	563	37
10	498	528	478	563	37
11	499	528	478	563	37
12	499	528	478	563	37
13	500	528	478	564	37
14	500	529	478	564	37
15	500	528	478	564	37
0	500	528	478	564	37
1	500	528	478	564	37
2	500	528	477	564	37
3	499	528	477	565	37
4	499	528	478	563	37
5	499	528	478	564	37
6	499	528	478	563	37
7	499	528	478	563	37
8	499	528	478	563	37
9	499	528	478	564	37
10	499	528	478	564	37
11	499	528	478	564	37
12	499	528	477	563	37
13	499	528	478	564	37
14	499	528	478	564	37
15	499	528	478	565	37
0	500	528	478	565	37
1	500	527	478	565	37
2	501	528	478	564	37
3	501	528	478	564	37
4	502	528	478	564	37
5	501	527	477	564	37
6	500	527	477	564	37
7	501	528	478	564	37
8	500	527	477	564	37
9	501	528	478	565	37
10	500	527	477	564	37
11	500	527	478	564	37
12	500	527	478	564	37
13	500	527	477	564	37
14	500	528	478	564	37
15	500	527	478	564	37
0	500	527	478	564	37
1	501	527	478	564	37
2	501	527	477	564	37
3	502	527	478	566	37
4	502	527	478	564	37
5	502	527	478	564	37
6	501	527	478	563	37
7	501	527	478	563	37
8	502	527	478	564	37
9	502	527	477	563	37
10	502	527	478	563	37
11	501	527	478	564	37
12	501	527	477	564	37
13	501	527	478	564	37
14	501	527	478	564	37
15	502	527	477	564	37
0	502	527	478	564	37
1	502	527	477	563	37
2	502	527	478	564	37
3	502	527	478	564	37
4	502	527	478	564	37
5	503	527	478	564	37
6	503	527	477	563	37
7	503	527	478	564	37
8	503	527	477	563	37
9	504	527	477	564	37
10	504	527	478	564	37
11	504	527	478	564	37
12	503	527	479	564	37
13	504	527	478	563	37
14	504	526	478	563	37
15	504	527	478	564	37
0	504	527	478	564	37
1	504	527	478	563	37
2	504	526	478	563	37
3	504	526	478	563	37
4	504	527	478	565	37
5	504	526	478	564	37
6	504	526	478	564	37
7	504	526	478	564	37
8	505	526	478	564	37
9	505	526	477	564	37
10	506	526	478	564	37
11	506	526	479	565	37
12	506	526	478	564	37
13	505	526	478	564	37
14	506	526	478	564	37
15	507	526	478	564	37
0	508	526	478	564	37
1	508	526	477	564	37
2	508	526	477	564	37
3	508	526	478	564	37
4	509	526	477	563	37
5	509	526	478	564	37
6	509	526	478	564	37
7	510	526	478	563	37
8	510	526	477	564	37
9	510	525	477	564	37
10	511	526	477	565	37
11	511	526	477	564	37
12	512	526	477	564	37
13	512	526	478	564	37
14	512	526	478	564	37
15	512	525	478	564	37
0	513	525	477	563	37
1	513	526	478	564	37
2	513	525	478	564	37
3	514	525	478	564	37
4	513	525	478	564	37
5	513	525	478	563	37
6	514	525	478	564	37
7	514	525	478	564	37
8	514	525	477	564	37
9	515	525	478	563	37
10	515	525	478	564	37
11	515	525	478	565	37
12	515	525	478	564	37
13	515	525	478	564	37
14	515	525	478	564	37
15	515	524	477	564	37
0	515	524	478	563	37
1	515	525	478	564	37
2	515	525	478	564	37
3	515	525	478	564	37
4	515	524	477	564	37
5	515	524	478	564	37
6	515	524	478	564	37
7	515	524	478	565	37
8	516	524	478	564	37
9	517	524	478	565	37
10	518	524	478	564	37
11	518	524	478	564	37
12	518	524	478	564	37
13	517	524	478	565	37
14	517	524	478	564	37
15	517	524	478	564	37
0	516	524	478	564	37
1	516	524	478	564	37
2	516	524	478	565	37
3	515	524	478	564	37
4	516	524	478	564	37
5	515	524	478	564	37
6	514	524	478	564	37
7	513	524	478	564	37
8	513	524	477	564	37
9	512	524	477	565	37
10	512	524	478	564	37
11	511	523	477	564	37
12	510	524	479	564	37
13	509	523	477	564	37
14	509	523	478	564	37
15	508	524	478	564	37
0	507	523	478	565	37
1	507	523	478	565	37
2	507	523	478	565	37
3	507	523	477	565	37
4	508	523	477	565	37
5	508	523	477	564	37
6	507	523	477	565	37
7	507	523	478	565	37
8	506	523	478	565	37
9	505	523	478	564	37
10	505	523	477	564	37
11	504	523	478	565	37
12	504	523	478	565	37
13	504	523	478	565	37
14	504	523	478	565	37
15	504	522	478	564	37
0	504	523	479	564	37
1	504	523	478	565	37
2	503	523	478	564	37
3	504	523	478	564	37
4	504	522	478	564	37
5	504	523	479	564	37
6	504	522	478	565	37
7	504	522	478	565	37
8	504	522	478	565	37
9	504	522	477	564	37
10	504	522	478	564	37
11	503	522	478	564	37
12	502	522	478	564	37
13	502	522	478	564	37
14	501	522	478	564	37
15	500	522	479	565	37
0	499	522	478	564	37
1	497	521	477	564	37
2	496	522	478	564	37
3	496	521	478	564	37
4	496	522	478	565	37
5	495	521	477	564	37
6	495	521	478	565	37
7	495	522	478	564	37
8	494	521	478	564	37
9	495	521	478	565	37
10	495	521	478	564	37
11	495	521	478	564	37
12	495	521	478	564	37
13	496	521	478	564	37
14	496	521	478	565	37
15	495	521	478	564	37
0	495	521	478	564	37
1	495	521	478	564	37
2	495	521	478	563	37
3	495	521	478	564	37
4	495	521	478	564	37
5	495	521	478	565	37
6	495	520	478	564	37
7	495	521	477	563	37
8	495	520	478	564	37
9	496	520	478	564	37
10	496	520	478	563	37
11	496	520	477	563	37
12	495	520	478	564	37
13	496	520	478	564	37
14	496	520	477	564	37
15	496	520	478	564	37
0	495	520	478	564	37
1	495	519	477	563	37
2	495	520	478	564	37
3	495	520	478	564	37
4	496	520	478	564	37
5	496	520	478	563	37
6	496	519	478	564	37
7	497	520	478	564	37
8	497	519	477	564	37
9	497	519	477	564	37
10	497	520	478	563	37
11	497	519	477	564	37
12	497	519	478	565	37
13	497	519	478	564	37
14	497	519	478	564	37
15	497	519	478	564	37
0	497	519	477	564	37
1	497	519	478	564	37
2	497	519	478	564	37
3	497	519	477	564	37
4	497	519	478	564	37
5	497	519	478	565	37
6	499	519	478	564	37
7	499	519	478	564	37
8	499	519	477	563	37
9	500	519	478	564	37
10	500	519	478	563	37
11	500	519	478	564	37
12	501	519	478	564	37
13	502	519	478	563	37
14	503	519	478	564	37
15	504	518	477	564	37
0	505	518	478	564	37
1	507	518	478	564	37
2	509	518	478	564	37
3	512	518	478	564	37
4	515	518	477	564	37
5	520	518	478	565	37
6	526	518	477	564	37
7	534	518	478	564	37
8	543	518	477	564	37
9	554	518	478	564	37
10	565	518	478	564	37
11	578	518	478	565	37
12	591	518	478	564	37
13	603	518	478	563	37
14	615	518	477	564	37
15	627	517	477	564	37
0	640	518	477	564	37
1	654	518	478	564	37
2	668	517	478	564	37
3	683	517	477	564	37
4	697	517	478	564	37
5	709	517	478	564	37
6	720	518	478	564	37
7	730	518	478	564	37
8	737	517	477	564	37
9	742	517	478	565	37
10	743	517	478	565	37
11	742	517	477	564	37
12	737	517	478	564	37
13	726	517	477	564	37
14	710	517	478	564	37
15	692	516	477	564	37
0	673	516	477	564	37
1	654	517	478	564	37
2	634	516	477	564	37
3	613	516	478	564	37
4	590	516	478	564	37
